earnings,schooling,ability,occupation
8.3588,12,-0.7433,1
9.063,15,1.6235,3
8.1866,10,-0.015,1
8.5838,13,0.6906,1
8.2145,12,-0.8405,1
8.4889,14,-0.3729,3
8.665,16,1.5217,3
8.743,15,0.3427,2
8.7173,15,0.891,3
7.4748,8,-1.5055,1
8.3342,13,0.99,2
7.7016,9,-0.6615,1
7.693,11,-0.3683,2
7.8446,12,-0.3679,1
8.6871,15,0.3914,4
8.6309,12,-0.5094,2
7.5747,8,-1.3045,1
8.8004,16,1.0175,4
8.5493,10,-0.4779,1
7.8287,12,-1.5353,1
9.3339,16,2.7614,3
8.5899,11,-0.4148,2
7.9799,8,-2.0224,1
8.5097,11,-0.5586,1
8.6107,14,0.148,3
8.2727,10,0.151,1
7.8928,10,-0.4701,1
8.5265,15,1.1298,2
8.9636,16,1.2916,3
8.1874,10,-1.5984,1
8.3063,12,0.34,2
8.2092,13,-0.1088,2
8.5363,12,0.2453,1
9.0601,16,0.5555,4
8.0412,6,-1.0404,1
8.651,9,-0.6798,1
8.897,15,0.8875,3
7.6941,10,0.0211,1
7.6023,7,-0.8386,1
9.3022,19,2.3309,4
7.9777,11,-0.6902,2
7.6671,11,-1.2637,1
8.7203,16,0.2156,2
7.5626,8,-1.8371,1
8.6827,10,-1.5342,1
8.8661,13,1.2416,1
