earnings,schooling,ability,scholarship
8.8477,15,-0.1482,1
9.0938,12,1.1841,0
9.2069,11,0.6912,0
8.6397,12,-0.6505,0
8.8284,15,-0.2231,1
9.4308,15,0.2222,1
8.9802,13,0.5347,0
8.9586,14,-0.4819,1
8.9986,13,-1.122,1
9.0849,13,0.6603,0
9.2691,13,-0.8754,1
9.0742,13,0.4557,0
8.7603,12,-0.9926,1
9.1946,13,0.2303,1
9.3456,15,1.3549,0
8.7625,12,0.6512,0
8.9737,13,0.1157,1
9.2393,13,0.4643,0
9.2115,14,-0.877,1
8.52,9,-1.2895,0
8.6895,12,0.8021,0
9.1573,12,0.5446,0
9.115,14,0.8069,1
8.9202,14,0.2468,1
8.8459,9,-0.2313,0
9.3346,15,1.5912,1
9.1857,16,0.5473,1
9.0385,12,-0.7464,0
8.9425,10,-0.7103,0
8.7991,10,-0.7975,0
8.8027,13,-0.0378,1
9.3337,15,0.429,0
9.6803,16,1.0392,0
8.9389,12,-1.1105,1
9.1389,14,-1.0373,1
8.8712,11,-0.4903,0
8.8697,13,0.4793,0
9.0619,13,0.1791,0
8.6851,14,-1.1308,1
8.799,13,-0.1952,0
9.1307,14,0.7106,1
9.5496,15,1.3358,1
8.655,13,-1.2571,1
8.824,13,-0.1549,0
8.8387,12,-1.5844,0
8.7618,12,-0.1232,1
9.2827,12,-0.0517,0
8.6729,12,-0.7647,0
8.8924,13,0.0478,0
9.4296,15,1.1498,1
